País,Total,Aérea,Marítima,Região,Continente,Ano,viagens_country,indicators_country,CountryID,Country,Year,AMA exchange rate,IMF based exchange rate,Population,Currency,Per capita GNI,"Agric, hunt, forest, fish (ISIC A-B)",Changes in inventories,Construction (ISIC F),Exports of goods and services,Final consumption expenditure,General gov final consumption expenditure,Gross capital formation,Gross fixed capital formation,Household consumption,Imports of goods and services,Manufacturing (ISIC D),"Mining, Manufacturing, Utilities (ISIC C-E)",Other Activities (ISIC J-P),Total Value Added,"Transport, storage and comms (ISIC I)","Wholesale, retail, restaurants, hotels",GNI (USD),Gross Domestic Product (GDP),travels_per_capita,travels_per_1000_people
Polonia,3702,3687,15,Europa,Europa,2010,Polonia,Poland,616.0,Poland,2010,3.0153,3.0153,38597353.0,Zloty,11877.0,13712400093.0,5899910457.0,35482704872.0,191000000000.0,387000000000.0,91622060823.0,99787749146.0,93887838689.0,296000000000.0,202000000000.0,73602958246.0,103000000000.0,144000000000.0,422000000000.0,39347991908.0,86289589759.0,458000000000.0,476000000000.0,9.591331301915963e-05,0.09591331301915962
Portugal,36705,36642,63,Europa,Europa,2010,Portugal,Portugal,620.0,Portugal,2010,0.755044952,0.755044952,10588401.0,Euro,21751.0,4607948164.0,1142488269.0,12217737468.0,71529145195.0,206000000000.0,48987182687.0,50254723113.0,49112234844.0,157000000000.0,89714373722.0,27597196624.0,35239727025.0,102000000000.0,209000000000.0,17418713900.0,37832701119.0,230000000000.0,238000000000.0,0.0034665290821531978,3.4665290821531975
Republica Tcheca,1803,1801,2,Europa,Europa,2010,Republica Tcheca,Czechia,203.0,Czechia,2010,19.09825,19.09825,10464749.0,Czech Koruna,18483.0,3220923383.0,255834959.0,13346196641.0,137000000000.0,145000000000.0,42929797233.0,57201261896.0,56945426937.0,103000000000.0,131000000000.0,43820350032.0,56003874701.0,71434712605.0,189000000000.0,21274671763.0,23926904298.0,193000000000.0,209000000000.0,0.00017229271337516075,0.17229271337516075
Russia,5549,5432,117,Europa,Europa,2010,Russia,Russian Federation,643.0,Russian Federation,2010,30.36791534,30.36791534,143242599.0,Russian Ruble,10410.0,51004299299.0,10750057590.0,85673914628.0,446000000000.0,1060000000000.0,276000000000.0,369000000000.0,358000000000.0,785000000000.0,322000000000.0,200000000000.0,378000000000.0,422000000000.0,1330000000000.0,118000000000.0,277000000000.0,1490000000000.0,1540000000000.0,3.873847611491607e-05,0.03873847611491607
Suecia,8584,8554,30,Europa,Europa,2010,Suecia,Sweden,752.0,Sweden,2010,7.207524167,7.207524167,9381729.0,Swedish Krona,54284.0,8177981598.0,2228781982.0,24664225314.0,222000000000.0,357000000000.0,124000000000.0,114000000000.0,112000000000.0,233000000000.0,196000000000.0,72986505190.0,93104786676.0,201000000000.0,437000000000.0,56094574316.0,53971376440.0,509000000000.0,496000000000.0,0.0009149699378440797,0.9149699378440797
Suica,10848,10554,294,Europa,Europa,2010,Suica,Switzerland,756.0,Switzerland,2010,1.042905646,1.042905646,7822435.0,Swiss Franc,80534.0,3970026732.0,-1642414160.0,28258970319.0,389000000000.0,386000000000.0,66715202171.0,152000000000.0,153000000000.0,319000000000.0,323000000000.0,110000000000.0,122000000000.0,268000000000.0,582000000000.0,47270591620.0,113000000000.0,630000000000.0,603000000000.0,0.001386780459025866,1.3867804590258659
Outros,10101,9485,616,Europa,Europa,2010,Outros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,11354,10943,411,Oceania,Oceania,2010,Australia,Australia,36.0,Australia,2010,1.090159486,1.090159486,22019168.0,Australian Dollar,56720.0,29816738198.0,5723015832.0,96709702861.0,279000000000.0,943000000000.0,242000000000.0,344000000000.0,339000000000.0,702000000000.0,265000000000.0,95836436140.0,248000000000.0,599000000000.0,1220000000000.0,98507604934.0,143000000000.0,1250000000000.0,1300000000000.0,0.0005156416445889327,0.5156416445889327
Nova Zelandia,2727,2676,51,Oceania,Oceania,2010,Nova Zelandia,New Zealand,554.0,New Zealand,2010,1.387833828,1.387833828,4346338.0,New Zealand Dollar,32035.0,9652452428.0,621111824.0,7544851402.0,44356174905.0,114000000000.0,28865847770.0,29559734877.0,28938623053.0,84727722912.0,40992659831.0,15888069278.0,23481197352.0,67680292933.0,135000000000.0,10529358565.0,16145304685.0,139000000000.0,147000000000.0,0.0006274247423923312,0.6274247423923313
Outros,123,69,54,Oceania,Oceania,2010,Outros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paises nao especificados,43,37,6,Desconhecido,Oceania,2010,Paises nao especificados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa do Sul,1787,1683,104,África,África,2011,Africa do Sul,South Africa,710.0,South Africa,2011,7.261132132,7.261132132,52443325.0,Rand,8533.0,9365109842.0,4782999962.0,15293345167.0,127000000000.0,372000000000.0,83370052644.0,86385438115.0,81602438153.0,288000000000.0,123000000000.0,58932545532.0,98521069024.0,201000000000.0,418000000000.0,35520080795.0,57836848627.0,447000000000.0,458000000000.0,3.407487988223477e-05,0.034074879882234774
Angola,12681,12681,0,África,África,2011,Angola,Angola,24.0,Angola,2011,93.93475,93.93475,24259111.0,Kwanza,4208.0,6534871905.0,35712024.0,9018258627.0,67822781239.0,58374657169.0,20385822162.0,29539717864.0,29504005840.0,37988835007.0,43947410303.0,5044697548.0,53613639880.0,20470489372.0,113000000000.0,5311858800.0,17900424420.0,102000000000.0,112000000000.0,0.000522731438922061,0.5227314389220611
Cabo Verde,105,105,0,África,África,2011,Cabo Verde,Cabo Verde,132.0,Cabo Verde,2011,79.32330382,79.32330382,527521.0,Cabo Verde Escudo,3401.0,146260928.0,14481243.0,194831774.0,662371554.0,1516139573.0,345433166.0,885955282.0,871474039.0,1170706407.0,1199639897.0,101532836.0,136442918.0,560532603.0,1607660232.0,255697116.0,313894893.0,1794113371.0,1864823991.0,0.00019904420866657442,0.1990442086665744
Nigeria,435,435,0,África,África,2011,Nigeria,Nigeria,566.0,Nigeria,2011,153.8616083,153.8616083,165463745.0,Naira,2350.0,91236702838.0,2807720078.0,12384992742.0,130000000000.0,309000000000.0,35174502975.0,67133040005.0,64325319927.0,276000000000.0,88882642736.0,29425436975.0,104000000000.0,86581714635.0,409000000000.0,46528265750.0,68951194810.0,389000000000.0,410000000000.0,2.6289747037938736e-06,0.0026289747037938735
Outros,3903,3868,35,África,África,2011,Outros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2255,2245,10,Am Central e Caribe,América,2011,Costa Rica,Costa Rica,188.0,Costa Rica,2011,505.6642399,505.6642399,4679926.0,Costa Rican Colon,8830.0,2394651684.0,263273990.0,2301668160.0,13886077282.0,35769226618.0,7253324500.0,8573125596.0,8309851606.0,28515902117.0,15465815790.0,6113403758.0,7358350974.0,18613407549.0,39072982195.0,3088786908.0,5316116921.0,41322445062.0,42762613706.0,0.0004818452257578432,0.4818452257578432
Cuba,882,875,7,Am Central e Caribe,América,2011,Cuba,Cuba,192.0,Cuba,2011,0.9925,0.9925,11298710.0,Cuban Peso,6057.0,2505793451.0,527959698.0,3289672544.0,17449874055.0,61366246851.0,24621662469.0,5888161209.0,5360201511.0,36744584383.0,15192947103.0,10662972292.0,12182367758.0,28817128463.0,68725440806.0,5637279597.0,16293198992.0,68439294710.0,69511335013.0,7.806200884879778e-05,0.07806200884879778
Guatemala,1341,1340,1,Am Central e Caribe,América,2011,Guatemala,Guatemala,320.0,Guatemala,2011,7.785418333,7.785418333,14833453.0,Quetzal,3052.0,5058697663.0,729130361.0,1954138332.0,11580619806.0,44667330127.0,5103155525.0,8077309434.0,7348179074.0,39564174601.0,17449444150.0,6608214754.0,8791478401.0,15319207555.0,43874627220.0,3544876401.0,9206228870.0,45269700936.0,46898396134.0,9.040376505726616e-05,0.09040376505726616
Panama,1268,1257,11,Am Central e Caribe,América,2011,Panama,Panama,591.0,Panama,2011,1.0,1.0,3688674.0,Balboa,8638.0,1120155198.0,2601200000.0,3293022960.0,27135200000.0,23374900000.0,4115200000.0,13401900000.0,10800700000.0,19259700000.0,29225600000.0,2198486843.0,3587749329.0,11519167722.0,33183912665.0,4974501498.0,8689315958.0,31864122324.0,34686224301.0,0.00034375496452112604,0.343754964521126
Outros,3606,3580,26,Am Central e Caribe,América,2011,Outros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,14146,12750,1396,América do Norte,América,2011,Canada,Canada,124.0,Canada,2011,0.989530692,0.989530692,34323531.0,Canadian Dollar,51247.0,31655410244.0,11491306023.0,123000000000.0,550000000000.0,1380000000000.0,379000000000.0,433000000000.0,422000000000.0,1000000000000.0,570000000000.0,178000000000.0,359000000000.0,837000000000.0,1680000000000.0,123000000000.0,207000000000.0,1760000000000.0,1790000000000.0,0.00041213708461405093,0.4121370846140509
Estados Unidos,171029,167241,3788,América do Norte,América,2011,Estados Unidos,United States,840.0,United States,2011,1.0,1.0,313876608.0,US Dollar,50497.0,179000000000.0,46262000000.0,526000000000.0,2120000000000.0,13200000000000.0,2510000000000.0,2970000000000.0,2920000000000.0,10700000000000.0,2700000000000.0,1870000000000.0,2560000000000.0,8610000000000.0,15600000000000.0,1490000000000.0,2230000000000.0,15900000000000.0,15600000000000.0,0.0005448924693362304,0.5448924693362304
Mexico,10292,10071,221,América do Norte,América,2011,Mexico,Mexico,484.0,Mexico,2011,12.423325,12.423325,114150481.0,Mexican Peso,10177.0,36458894137.0,11890975484.0,91500246271.0,366000000000.0,904000000000.0,139000000000.0,275000000000.0,263000000000.0,765000000000.0,383000000000.0,182000000000.0,305000000000.0,386000000000.0,1140000000000.0,98211238698.0,223000000000.0,1160000000000.0,1180000000000.0,9.016168753594652e-05,0.09016168753594651
Argentina,244056,196000,48056,América do Sul,América,2011,Argentina,Argentina,32.0,Argentina,2011,4.110139576,4.110139576,41520740.0,Argentine Peso,12404.0,37104359350.0,6097742642.0,25714462820.0,97809990815.0,424000000000.0,83176285797.0,97540934324.0,91443191682.0,340000000000.0,88838318615.0,84033773596.0,108000000000.0,168000000000.0,445000000000.0,30444202717.0,76720382664.0,515000000000.0,530000000000.0,0.00587792992128753,5.877929921287531
Bolivia,875,841,34,América do Sul,América,2011,Bolivia,Bolivia (Plurinational State of),68.0,Bolivia (Plurinational State of),2011,6.9369625,6.9369625,10396246.0,Boliviano,2209.0,2341101786.0,203669340.0,611308369.0,10565766374.0,17848108681.0,3301429295.0,4748433120.0,4544763781.0,14546679386.0,9199145203.0,2477422927.0,6666090144.0,5564605110.0,19446558270.0,2011539333.0,2251913529.0,22970284184.0,23963162972.0,8.416499571095182e-05,0.08416499571095182
Chile,68528,67354,1174,América do Sul,América,2011,Chile,Chile,152.0,Chile,2011,483.6675,483.6675,17173573.0,Chilean Peso,13641.0,9260700791.0,3841963637.0,14820119193.0,95255289952.0,182000000000.0,30052009772.0,62161866579.0,58319902941.0,152000000000.0,86884940756.0,27776726780.0,72714602490.0,90033787338.0,232000000000.0,19807553743.0,25081714194.0,234000000000.0,252000000000.0,0.003990316982959807,3.9903169829598073
Colombia,12358,12302,56,América do Sul,América,2011,Colombia,Colombia,170.0,Colombia,2011,1848.13947,1848.13947,45308899.0,Colombian Peso,7079.0,20403763143.0,3605247390.0,18646861106.0,64565473515.0,261000000000.0,44712534602.0,77022325595.0,73417078205.0,216000000000.0,67638293555.0,44271550568.0,92896668672.0,111000000000.0,304000000000.0,24470014701.0,36475602137.0,321000000000.0,335000000000.0,0.00027274995139475803,0.27274995139475805
Equador,5503,5483,20,América do Sul,América,2011,Equador,Ecuador,218.0,Ecuador,2011,1.0,1.0,15237728.0,US Dollar,5123.0,7611445000.0,1839569000.0,8106494000.0,24671849000.0,58748321000.0,10091166000.0,22310355000.0,20470786000.0,48657155000.0,26453861000.0,10338482000.0,21728993000.0,23753416000.0,76536215000.0,5508162000.0,9827705000.0,78067843000.0,79276664000.0,0.00036114307854819304,0.36114307854819305
Guiana Francesa,1,1,0,América do Sul,América,2011,Guiana Francesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguai,4510,4428,82,América do Sul,América,2011,Paraguai,Paraguay,600.0,Paraguay,2011,4191.41625,4191.41625,5843939.0,Guarani,5535.0,4657087162.0,1253635785.0,1873182029.0,13583125709.0,24761158252.0,3396088294.0,8324818555.0,7071182770.0,21365069958.0,12912863347.0,6209059276.0,9615606252.0,8183307765.0,31290434964.0,2377857670.0,4583394086.0,32344636222.0,33756239169.0,0.0007717397460856453,0.7717397460856453
Peru,10305,10200,105,América do Sul,América,2011,Peru,Peru,604.0,Peru,2011,2.7541,2.7541,29477721.0,Nuevo Sol,5397.0,12195272503.0,1463999129.0,10039214262.0,52392070005.0,122000000000.0,17798554882.0,41567844305.0,40103845176.0,104000000000.0,43774372753.0,25921353618.0,53918158382.0,44708253150.0,158000000000.0,12932355397.0,24389818816.0,159000000000.0,172000000000.0,0.00034958604839227563,0.34958604839227564
Republica da Guiana,72,72,0,América do Sul,América,2011,Republica da Guiana,Guyana,328.0,Guyana,2011,204.0175,204.0175,744230.0,Guyana Dollar,4942.0,948084801.0,,344860478.0,2034662328.0,3920051376.0,570247296.0,881539237.0,881539237.0,3349804080.0,3144864773.0,222161117.0,631646859.0,990350003.0,3504501749.0,213151867.0,376407743.0,3678070613.0,3691384743.0,9.674428604060573e-05,0.09674428604060573
Suriname,136,135,1,América do Sul,América,2011,Suriname,Suriname,740.0,Suriname,2011,3.268,3.268,552146.0,Surinam Dollar,7528.0,432605498.0,,274419110.0,2110380499.0,2605156441.0,608448961.0,2056392089.0,2056392089.0,1996707480.0,2230288250.0,1026426961.0,1451705033.0,900724228.0,4270698106.0,268747304.0,942496934.0,4156306610.0,4576029269.0,0.00024631166394395687,0.24631166394395687
Uruguai,16637,15714,923,América do Sul,América,2011,Uruguai,Uruguay,858.0,Uruguay,2011,19.31420833,19.31420833,3361637.0,Peso Uruguayo,13932.0,4386113678.0,994120547.0,3312617861.0,13349725964.0,38355666714.0,6304412499.0,10121939403.0,9127818857.0,32051254215.0,13227960387.0,6032660345.0,7161598532.0,18410605932.0,43509043255.0,3513631285.0,6724475966.0,46834076704.0,48628994741.0,0.004949076893192216,4.949076893192216
Venezuela,11072,11002,70,América do Sul,América,2011,Venezuela,Venezuela (Bolivarian Republic of),862.0,Venezuela (Bolivarian Republic of),2011,4.29e-11,4.29e-11,29096159.0,Bolivar Digital,10416.0,15865059567.0,16903457441.0,23435758749.0,94764413774.0,211000000000.0,36451868603.0,73020073205.0,56116615765.0,175000000000.0,62331615881.0,40346210337.0,130000000000.0,68167300026.0,300000000000.0,16111952999.0,46024992423.0,303000000000.0,316000000000.0,0.00038053132717620906,0.3805313271762091
China,10358,10308,50,Ásia,Ásia,2011,China,China,156.0,China,2011,6.461461327,6.461461327,1357095481.0,Yuan Renminbi,5513.0,735000000000.0,211000000000.0,510000000000.0,2010000000000.0,3790000000000.0,1150000000000.0,3520000000000.0,3310000000000.0,2640000000000.0,1830000000000.0,2420000000000.0,3020000000000.0,2000000000000.0,7570000000000.0,498000000000.0,809000000000.0,7480000000000.0,7550000000000.0,7.632476966445665e-06,0.007632476966445665
india,2989,2975,14,Ásia,Ásia,2011,india,India,356.0,India,2011,46.67046667,46.67046667,1257621191.0,Indian Rupee,1475.0,322000000000.0,44564197162.0,167000000000.0,459000000000.0,1260000000000.0,207000000000.0,741000000000.0,697000000000.0,1050000000000.0,582000000000.0,302000000000.0,398000000000.0,548000000000.0,1740000000000.0,113000000000.0,189000000000.0,1860000000000.0,1870000000000.0,2.3767093154841726e-06,0.0023767093154841725
Israel,6803,6756,47,Ásia,Ásia,2011,Israel,Israel,376.0,Israel,2011,3.578129306,3.578129306,7459749.0,New Israeli Sheqel,34689.0,4197649843.0,1736968027.0,13657522811.0,92517058963.0,208000000000.0,58733613018.0,55300641778.0,53563673752.0,149000000000.0,93101442539.0,35788659871.0,39671260910.0,124000000000.0,234000000000.0,25064187086.0,27274543807.0,259000000000.0,262000000000.0,0.0009119609788479479,0.9119609788479479
Japao,7280,7268,12,Ásia,Ásia,2011,Japao,Japan,392.0,Japan,2011,79.80701983,79.80701983,128007257.0,Yen,50110.0,67334928823.0,11805978998.0,296000000000.0,921000000000.0,4810000000000.0,1240000000000.0,1470000000000.0,1460000000000.0,3570000000000.0,961000000000.0,1220000000000.0,1370000000000.0,2820000000000.0,6200000000000.0,626000000000.0,1020000000000.0,6410000000000.0,6230000000000.0,5.6871775636907836e-05,0.05687177563690784
Republica da Coreia,2918,2898,20,Ásia,Ásia,2011,Republica da Coreia,Republic of Korea,410.0,Republic of Korea,2011,1108.292125,1108.292125,49169878.0,Won,25645.0,27686202318.0,39665625162.0,54766788134.0,668000000000.0,822000000000.0,180000000000.0,418000000000.0,378000000000.0,642000000000.0,655000000000.0,354000000000.0,377000000000.0,467000000000.0,1140000000000.0,89983676461.0,128000000000.0,1260000000000.0,1250000000000.0,5.934527639055765e-05,0.05934527639055765
Outros,8802,5732,3070,Ásia,Ásia,2011,Outros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alemanha,44709,43846,863,Europa,Europa,2011,Alemanha,Germany,276.0,Germany,2011,0.719355254,0.719355254,81423378.0,Euro,47165.0,34074957925.0,42019572177.0,147000000000.0,1690000000000.0,2750000000000.0,714000000000.0,810000000000.0,768000000000.0,2040000000000.0,1500000000000.0,758000000000.0,866000000000.0,1630000000000.0,3360000000000.0,300000000000.0,380000000000.0,3840000000000.0,3740000000000.0,0.0005490929153049877,0.5490929153049877
Austria,5975,5754,221,Europa,Europa,2011,Austria,Austria,40.0,Austria,2011,0.719355254,0.719355254,8391200.0,Euro,51551.0,6043940012.0,3948772162.0,24295061324.0,233000000000.0,316000000000.0,85778146042.0,104000000000.0,100000000000.0,230000000000.0,221000000000.0,71547041245.0,85413986611.0,165000000000.0,384000000000.0,34073623397.0,68971123448.0,433000000000.0,431000000000.0,0.0007120554867003527,0.7120554867003527
Belgica,7903,7794,109,Europa,Europa,2011,Belgica,Belgium,56.0,Belgium,2011,0.719355254,0.719355254,10955743.0,Euro,47781.0,3386921813.0,7673121135.0,26212361563.0,422000000000.0,395000000000.0,126000000000.0,128000000000.0,120000000000.0,269000000000.0,422000000000.0,67573149367.0,82382382978.0,240000000000.0,467000000000.0,47720510593.0,67435387115.0,523000000000.0,523000000000.0,0.000721356826278236,0.7213568262782359
Dinamarca,6645,6623,22,Europa,Europa,2011,Dinamarca,Denmark,208.0,Denmark,2011,5.368711535,5.368711535,5576016.0,Danish Krone,62994.0,4513745960.0,2749049358.0,13742962258.0,185000000000.0,256000000000.0,91383284386.0,65797346289.0,63048296931.0,165000000000.0,163000000000.0,37989375787.0,55933904818.0,151000000000.0,297000000000.0,28902279250.0,42399744988.0,351000000000.0,344000000000.0,0.0011917110711303555,1.1917110711303556
Espanha,33293,32987,306,Europa,Europa,2011,Espanha,Spain,724.0,Spain,2011,0.719355254,0.719355254,46729232.0,Euro,31087.0,35095316081.0,4934974732.0,102000000000.0,437000000000.0,1170000000000.0,306000000000.0,304000000000.0,299000000000.0,865000000000.0,433000000000.0,170000000000.0,224000000000.0,637000000000.0,1360000000000.0,115000000000.0,249000000000.0,1450000000000.0,1480000000000.0,0.000712466235267894,0.712466235267894
Finlandia,3327,3314,13,Europa,Europa,2011,Finlandia,Finland,246.0,Finland,2011,0.719355254,0.719355254,5388166.0,Euro,51279.0,6389054611.0,3829818419.0,15536134537.0,107000000000.0,211000000000.0,64300635559.0,66080006730.0,62350277940.0,146000000000.0,109000000000.0,44756745486.0,53360283125.0,112000000000.0,239000000000.0,24074335891.0,27452360848.0,276000000000.0,275000000000.0,0.0006174642726300563,0.6174642726300563
Franca,70747,70093,654,Europa,Europa,2011,Franca,France,250.0,France,2011,0.719355254,0.719355254,64915676.0,Euro,45251.0,47221452585.0,22806533931.0,155000000000.0,813000000000.0,2250000000000.0,679000000000.0,664000000000.0,642000000000.0,1570000000000.0,869000000000.0,297000000000.0,359000000000.0,1420000000000.0,2570000000000.0,245000000000.0,339000000000.0,2940000000000.0,2860000000000.0,0.0010898292116683804,1.0898292116683803
